id,type,random_battle,award_weight,dropbox_id,drug,trader,map_source,map_scale,map_position
110,2,8,600|250|150,300004,1,1,battle_map_24_1,1.8,0|510
111,2,9,600|250|150,300004,1,1,battle_map_24_1,1.8,0|510
112,2,9,600|250|150,300004,1,1,battle_map_24_1,1.8,0|510
113,2,9,600|250|150,300004,1,1,battle_map_24_1,1.8,0|510
114,2,9,600|250|150,300004,1,1,battle_map_24_1,1.8,0|510
115,2,9,600|250|150,300004,1,1,battle_map_24_1,1.8,0|510
116,2,9,600|250|150,300004,1,1,battle_map_24_1,1.8,0|510
117,2,9,600|250|150,300004,1,1,battle_map_24_1,1.8,0|510
118,2,9,600|250|150,300004,1,1,battle_map_24_1,1.8,0|510
119,2,9,600|250|150,300004,1,1,battle_map_24_1,1.8,0|510
120,2,9,600|250|150,300004,1,1,battle_map_24_1,1.8,0|510
121,2,10,600|250|150,300004,1,1,battle_map_18_1,1.8,0|510
122,2,10,600|250|150,300004,1,1,battle_map_18_1,1.8,0|510
123,2,10,600|250|150,300004,1,1,battle_map_18_1,1.8,0|510
124,2,10,600|250|150,300004,1,1,battle_map_18_1,1.8,0|510
125,2,10,600|250|150,300004,1,1,battle_map_18_1,1.8,0|510
126,2,10,600|250|150,300004,1,1,battle_map_18_1,1.8,0|510
127,2,10,600|250|150,300004,1,1,battle_map_18_1,1.8,0|510
128,2,10,600|250|150,300004,1,1,battle_map_18_1,1.8,0|510
129,2,10,600|250|150,300004,1,1,battle_map_18_1,1.8,0|510
130,2,10,600|250|150,300004,1,1,battle_map_18_1,1.8,0|510
131,2,10,600|250|150,300004,1,1,battle_map_18_1,1.8,0|510
132,2,10,600|250|150,300004,1,1,battle_map_18_1,1.8,0|510
133,2,10,600|250|150,300004,1,1,battle_map_18_1,1.8,0|510
134,2,10,600|250|150,300004,1,1,battle_map_18_1,1.8,0|510
135,2,10,600|250|150,300004,1,1,battle_map_18_1,1.8,0|510
136,2,11,600|250|150,300005,1,1,battle_map_13_1,1.8,0|510
137,2,11,600|250|150,300005,1,1,battle_map_13_1,1.8,0|510
138,2,11,600|250|150,300005,1,1,battle_map_13_1,1.8,0|510
139,2,11,600|250|150,300005,1,1,battle_map_13_1,1.8,0|510
140,2,11,600|250|150,300005,1,1,battle_map_13_1,1.8,0|510
141,2,11,600|250|150,300005,1,1,battle_map_13_1,1.8,0|510
142,2,11,600|250|150,300005,1,1,battle_map_13_1,1.8,0|510
143,2,11,600|250|150,300005,1,1,battle_map_13_1,1.8,0|510
144,2,11,600|250|150,300005,1,1,battle_map_13_1,1.8,0|510
145,2,11,600|250|150,300005,1,1,battle_map_13_1,1.8,0|510
146,2,11,600|250|150,300005,1,1,battle_map_13_1,1.8,0|510
147,2,11,600|250|150,300005,1,1,battle_map_13_1,1.8,0|510
148,2,11,600|250|150,300005,1,1,battle_map_13_1,1.8,0|510
149,2,11,600|250|150,300005,1,1,battle_map_13_1,1.8,0|510
150,2,11,600|250|150,300005,1,1,battle_map_13_1,1.8,0|510
151,2,12,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
152,2,12,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
153,2,12,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
154,2,12,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
155,2,12,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
156,2,12,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
157,2,12,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
158,2,12,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
159,2,12,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
160,2,12,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
161,2,12,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
162,2,12,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
163,2,12,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
164,2,12,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
165,2,12,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
166,2,13,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
167,2,13,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
168,2,13,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
169,2,13,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
170,2,13,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
171,2,13,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
172,2,13,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
173,2,13,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
174,2,13,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
175,2,13,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
176,2,13,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
177,2,13,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
178,2,13,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
179,2,13,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
180,2,13,600|250|150,300005,1,1,battle_map_16_1,1.8,0|510
181,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
182,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
183,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
184,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
185,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
186,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
187,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
188,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
189,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
190,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
191,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
192,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
193,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
194,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
195,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
196,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
197,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
198,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
199,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
200,2,14,600|250|150,300005,1,1,battle_map_27_1,1.7,0|450
201,3,15,650|200|150,300006,1,1,battle_map_2_1,1.5,0|300
202,3,15,650|200|150,300006,1,1,battle_map_2_1,1.5,0|300
203,3,15,650|200|150,300006,1,1,battle_map_2_1,1.5,0|300
204,3,15,650|200|150,300006,1,1,battle_map_2_1,1.5,0|300
205,3,15,650|200|150,300006,1,1,battle_map_2_1,1.5,0|300
206,3,15,650|200|150,300006,1,1,battle_map_2_1,1.5,0|300
207,3,15,650|200|150,300006,1,1,battle_map_2_1,1.5,0|300
208,3,15,650|200|150,300006,1,1,battle_map_2_1,1.5,0|300
209,3,15,650|200|150,300006,1,1,battle_map_2_1,1.5,0|300
210,3,15,650|200|150,300006,1,1,battle_map_2_1,1.5,0|300
211,3,15,650|200|150,300006,1,1,battle_map_2_1,1.5,0|300
212,3,15,650|200|150,300006,1,1,battle_map_2_1,1.5,0|300
213,3,15,650|200|150,300006,1,1,battle_map_2_1,1.5,0|300
214,3,15,650|200|150,300006,1,1,battle_map_2_1,1.5,0|300
215,3,15,650|200|150,300006,1,1,battle_map_2_1,1.5,0|300
216,3,16,650|200|150,300006,1,1,battle_map_1_1,1.5,0|300
217,3,16,650|200|150,300006,1,1,battle_map_1_1,1.5,0|300
218,3,16,650|200|150,300006,1,1,battle_map_1_1,1.5,0|300
219,3,16,650|200|150,300006,1,1,battle_map_1_1,1.5,0|300
220,3,16,650|200|150,300006,1,1,battle_map_1_1,1.5,0|300
221,3,16,650|200|150,300006,1,1,battle_map_1_1,1.5,0|300
222,3,16,650|200|150,300006,1,1,battle_map_1_1,1.5,0|300
223,3,16,650|200|150,300006,1,1,battle_map_1_1,1.5,0|300
224,3,16,650|200|150,300006,1,1,battle_map_1_1,1.5,0|300
225,3,16,650|200|150,300006,1,1,battle_map_1_1,1.5,0|300
226,3,16,650|200|150,300006,1,1,battle_map_1_1,1.5,0|300
227,3,16,650|200|150,300006,1,1,battle_map_1_1,1.5,0|300
228,3,16,650|200|150,300006,1,1,battle_map_1_1,1.5,0|300
229,3,16,650|200|150,300006,1,1,battle_map_1_1,1.5,0|300
230,3,16,650|200|150,300006,1,1,battle_map_1_1,1.5,0|300
231,3,17,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
232,3,17,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
233,3,17,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
234,3,17,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
235,3,17,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
236,3,17,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
237,3,17,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
238,3,17,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
239,3,17,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
240,3,17,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
241,3,17,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
242,3,17,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
243,3,17,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
244,3,17,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
245,3,17,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
246,3,18,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
247,3,18,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
248,3,18,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
249,3,18,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
250,3,18,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
251,3,18,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
252,3,18,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
253,3,18,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
254,3,18,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
255,3,18,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
256,3,18,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
257,3,18,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
258,3,18,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
259,3,18,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
260,3,18,650|200|150,300006,1,1,battle_map_17_1,1.5,0|300
261,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
262,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
263,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
264,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
265,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
266,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
267,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
268,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
269,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
270,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
271,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
272,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
273,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
274,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
275,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
276,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
277,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
278,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
279,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
280,3,19,650|200|150,300006,1,1,battle_map_29_1,1.7,0|400
281,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
282,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
283,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
284,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
285,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
286,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
287,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
288,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
289,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
290,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
291,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
292,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
293,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
294,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
295,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
296,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
297,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
298,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
299,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
300,3,20,650|200|150,300006,1,1,battle_map_28_1,1.7,0|400
301,4,21,700|200|100,300007,1,1,battle_map_30_1,1.5,0|320
302,4,21,700|200|100,300007,1,1,battle_map_30_1,1.5,0|320
303,4,21,700|200|100,300007,1,1,battle_map_30_1,1.5,0|320
304,4,21,700|200|100,300007,1,1,battle_map_30_1,1.5,0|320
305,4,21,700|200|100,300007,1,1,battle_map_30_1,1.5,0|320
306,4,21,700|200|100,300007,1,1,battle_map_30_1,1.5,0|320
307,4,21,700|200|100,300007,1,1,battle_map_30_1,1.5,0|320
308,4,21,700|200|100,300007,1,1,battle_map_30_1,1.5,0|320
309,4,21,700|200|100,300007,1,1,battle_map_30_1,1.5,0|320
310,4,21,700|200|100,300007,1,1,battle_map_30_1,1.5,0|320
311,4,21,700|200|100,300007,1,1,battle_map_30_1,1.5,0|320
312,4,21,700|200|100,300007,1,1,battle_map_30_1,1.5,0|320
313,4,21,700|200|100,300007,1,1,battle_map_30_1,1.5,0|320
314,4,21,700|200|100,300007,1,1,battle_map_30_1,1.5,0|320
315,4,21,700|200|100,300007,1,1,battle_map_30_1,1.5,0|320
316,4,22,700|200|100,300007,1,1,battle_map_22_1,1.6,0|370
317,4,22,700|200|100,300007,1,1,battle_map_22_1,1.6,0|370
318,4,22,700|200|100,300007,1,1,battle_map_22_1,1.6,0|370
319,4,22,700|200|100,300007,1,1,battle_map_22_1,1.6,0|370
320,4,22,700|200|100,300007,1,1,battle_map_22_1,1.6,0|370
321,4,22,700|200|100,300007,1,1,battle_map_22_1,1.6,0|370
322,4,22,700|200|100,300007,1,1,battle_map_22_1,1.6,0|370
323,4,22,700|200|100,300007,1,1,battle_map_22_1,1.6,0|370
324,4,22,700|200|100,300007,1,1,battle_map_22_1,1.6,0|370
325,4,22,700|200|100,300007,1,1,battle_map_22_1,1.6,0|370
326,4,22,700|200|100,300007,1,1,battle_map_22_1,1.6,0|370
327,4,22,700|200|100,300007,1,1,battle_map_22_1,1.6,0|370
328,4,22,700|200|100,300007,1,1,battle_map_22_1,1.6,0|370
329,4,22,700|200|100,300007,1,1,battle_map_22_1,1.6,0|370
330,4,22,700|200|100,300007,1,1,battle_map_22_1,1.6,0|370
331,4,23,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
332,4,23,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
333,4,23,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
334,4,23,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
335,4,23,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
336,4,23,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
337,4,23,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
338,4,23,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
339,4,23,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
340,4,23,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
341,4,23,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
342,4,23,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
343,4,23,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
344,4,23,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
345,4,23,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
346,4,24,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
347,4,24,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
348,4,24,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
349,4,24,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
350,4,24,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
351,4,24,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
352,4,24,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
353,4,24,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
354,4,24,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
355,4,24,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
356,4,24,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
357,4,24,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
358,4,24,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
359,4,24,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
360,4,24,700|200|100,300007,1,1,battle_map_20_1,1.9,0|570
361,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
362,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
363,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
364,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
365,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
366,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
367,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
368,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
369,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
370,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
371,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
372,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
373,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
374,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
375,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
376,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
377,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
378,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
379,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
380,4,25,700|200|100,300007,1,1,battle_map_21_1,1.9,0|570
381,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
382,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
383,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
384,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
385,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
386,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
