id,partner_link,skin,name,lv,grade,hp,atk,hpP,atkP,armP,spdP,energy_ex,miss,hit,crit,critTime,sklP,decDmg,free,brk,trueAtk,is_boss,lv_show,scale,is_player_use,skill,equip_6,exskill
1239302,32003,,-1,440,10,,,435,570,1,1,50,850,1900,0,0,0,200,1150,0,0,0,440,,,,,
1239402,32004,,-1,450,10,,,450,585,1,1,50,850,1900,0,0,0,200,1150,0,0,0,450,,,,,
1239502,32005,,-1,450,10,,,465,600,1,1,50,850,1900,0,0,0,200,1150,0,0,0,450,,,,,
1239602,32001,,-1,450,10,,,480,625,1,1,50,850,1900,0,0,0,200,1150,0,0,0,450,,,,,
1239702,32002,,-1,460,10,,,495,650,1,1,50,850,1900,0,0,0,200,1150,0,0,0,460,,,,,
1239802,32003,,-1,460,10,,,510,675,1,1,50,850,1900,0,0,0,200,1150,0,0,0,460,,,,,
1239902,32004,,-1,460,10,,,525,700,1,1,50,850,1900,0,0,0,200,1150,0,0,0,460,,,,,
12310002,32005,,-1,470,10,,,540,725,1,1,100,900,2100,0,0,0,500,1200,0,0,0,470,,,,,
1310101,1000020,7032,-1,150,10,,,3.073,21.065,1,1,,700,100,0,0,0,0,750,0,0,1,150,,,,,
1310201,1000020,7032,-1,150,10,,,3.29,21.26,1,1,,700,100,0,0,0,0,750,0,0,1,150,,,,,
1310301,1000020,7032,-1,150,10,,,3.645,21.585,1,1,,700,100,0,0,0,0,750,0,0,1,150,,,,,
1310401,1000020,7032,-1,160,10,,,4.14,22.04,1,1,,700,100,0,0,0,0,750,0,0,1,160,,,,,
1310501,1000020,7032,-1,160,10,,,4.775,22.625,1,1,,700,100,0,0,0,0,750,0,0,1,160,,,,,
1310601,1000020,7032,-1,160,10,,,5.55,23.34,1,1,,700,200,0,0,0,0,750,0,0,1,160,,,,,
1310701,1000020,7032,-1,170,10,,,6.465,24.185,1,1,,700,200,0,0,0,0,750,0,0,1,170,,,,,
1310801,1000020,7032,-1,170,10,,,7.52,25.16,1,1,,700,200,0,0,0,0,750,0,0,1,170,,,,,
1310901,1000020,7032,-1,170,10,,,8.715,26.265,1,1,,700,200,0,0,0,0,750,0,0,1,170,,,,,
1311001,1000020,7032,-1,180,10,,,10.05,27.5,1,1,,700,200,0,0,0,0,750,0,0,1,180,,,,,
1311101,1000020,7032,-1,180,10,,,11.525,28.865,1,1,,700,300,0,0,0,0,750,0,0,1,180,,,,,
1311201,1000020,7032,-1,180,10,,,13.14,30.36,1,1,,700,300,0,0,0,0,750,0,0,1,180,,,,,
1311301,1000020,7032,-1,190,10,,,14.895,31.985,1,1,,700,300,0,0,0,0,750,0,0,1,190,,,,,
1311401,1000020,7032,-1,190,10,,,16.79,33.74,1,1,,700,300,0,0,0,0,750,0,0,1,190,,,,,
1311501,1000020,7032,-1,190,10,,,18.825,35.625,1,1,,700,300,0,0,0,0,750,0,0,1,190,,,,,
1311601,1000020,7032,-1,200,10,,,21,37.64,1,1,,700,400,0,0,0,0,750,0,0,1,200,,,,,
1311701,1000020,7032,-1,200,10,,,23.315,39.785,1,1,,700,400,0,0,0,0,750,0,0,1,200,,,,,
1311801,1000020,7032,-1,200,10,,,25.77,42.06,1,1,,700,400,0,0,0,0,750,0,0,1,200,,,,,
1311901,1000020,7032,-1,210,10,,,28.365,44.465,1,1,,700,400,0,0,0,0,750,0,0,1,210,,,,,
1312001,1000020,7032,-1,210,10,,,31.1,47,1,1,,700,400,0,0,0,0,750,0,0,1,210,,,,,
1312101,1000020,7032,-1,210,10,,,33.975,49.665,1,1,,800,500,0,0,0,0,850,0,0,1,210,,,,,
1312201,1000020,7032,-1,220,10,,,36.99,52.46,1,1,,800,500,0,0,0,0,850,0,0,1,220,,,,,
1312301,1000020,7032,-1,220,10,,,40.145,55.385,1,1,,800,500,0,0,0,0,850,0,0,1,220,,,,,
1312401,1000020,7032,-1,220,10,,,43.44,58.44,1,1,,800,500,0,0,0,0,850,0,0,1,220,,,,,
1312501,1000020,7032,-1,230,10,,,46.875,61.625,1,1,,800,500,0,0,0,0,850,0,0,1,230,,,,,
1312601,1000020,7032,-1,230,10,,,50.45,64.94,1,1,,800,600,0,0,0,0,850,0,0,1,230,,,,,
1312701,1000020,7032,-1,230,10,,,54.165,68.385,1,1,,800,600,0,0,0,0,850,0,0,1,230,,,,,
1312801,1000020,7032,-1,240,10,,,58.02,71.96,1,1,,800,600,0,0,0,0,850,0,0,1,240,,,,,
1312901,1000020,7032,-1,240,10,,,62.015,75.665,1,1,,800,600,0,0,0,0,850,0,0,1,240,,,,,
1313001,1000020,7032,-1,240,10,,,66.15,79.5,1,1,,800,600,0,0,0,0,850,0,0,1,240,,,,,
1313101,1000020,7032,-1,250,10,,,70.425,83.465,1,1,,800,700,0,0,0,0,850,0,0,1,250,,,,,
1313201,1000020,7032,-1,250,10,,,74.84,87.56,1,1,,800,700,0,0,0,0,850,0,0,1,250,,,,,
1313301,1000020,7032,-1,250,10,,,79.395,91.785,1,1,,800,700,0,0,0,0,850,0,0,1,250,,,,,
1313401,1000020,7032,-1,260,10,,,84.09,96.14,1,1,,800,700,0,0,0,0,850,0,0,1,260,,,,,
1313501,1000020,7032,-1,260,10,,,88.925,100.625,1,1,,800,700,0,0,0,0,850,0,0,1,260,,,,,
1313601,1000020,7032,-1,260,10,,,93.9,105.24,1,1,,800,800,0,0,0,0,850,0,0,1,260,,,,,
1313701,1000020,7032,-1,270,10,,,99.015,109.985,1,1,,800,800,0,0,0,0,850,0,0,1,270,,,,,
1313801,1000020,7032,-1,270,10,,,104.27,114.86,1,1,,800,800,0,0,0,0,850,0,0,1,270,,,,,
1313901,1000020,7032,-1,270,10,,,109.665,119.865,1,1,,800,800,0,0,0,0,850,0,0,1,270,,,,,
1314001,1000020,7032,-1,280,10,,,115.2,125,1,1,,800,800,0,0,0,0,850,0,0,1,280,,,,,
1314101,1000020,7032,-1,280,10,,,120.875,130.265,1,1,,900,900,0,0,0,0,1000,0,0,1,280,,,,,
1314201,1000020,7032,-1,280,10,,,126.69,135.66,1,1,,900,900,0,0,0,0,1000,0,0,1,280,,,,,
1314301,1000020,7032,-1,290,10,,,132.645,141.185,1,1,,900,900,0,0,0,0,1000,0,0,1,290,,,,,
1314401,1000020,7032,-1,290,10,,,138.74,146.84,1,1,,900,900,0,0,0,0,1000,0,0,1,290,,,,,
1314501,1000020,7032,-1,290,10,,,144.975,152.625,1,1,,900,900,0,0,0,0,1000,0,0,1,290,,,,,
1314601,1000020,7032,-1,300,10,,,151.35,158.54,1,1,,900,1000,0,0,0,0,1000,0,0,1,300,,,,,
1314701,1000020,7032,-1,300,10,,,157.865,164.585,1,1,,900,1000,0,0,,0,1000,0,0,1,300,,,,,
1314801,1000020,7032,-1,300,10,,,164.52,170.76,1,1,,900,1000,0,0,0,0,1000,0,0,1,300,,,,,
1314901,1000020,7032,-1,310,10,,,171.315,177.065,1,1,,900,1000,0,0,0,0,1000,0,0,1,310,,,,,
1315001,1000020,7032,-1,310,10,,,178.25,183.5,1,1,,900,1000,0,0,0,0,1000,0,0,1,310,,,,,
1315101,1000020,7032,-1,310,10,,,185.325,190.065,1,1,,900,1100,0,0,0,0,1000,0,0,1,310,,,,,
1315201,1000020,7032,-1,320,10,,,192.54,196.76,1,1,,900,1100,0,0,0,0,1000,0,0,1,320,,,,,
1315301,1000020,7032,-1,320,10,,,199.895,203.585,1,1,,900,1100,0,0,0,0,1000,0,0,1,320,,,,,
1315401,1000020,7032,-1,320,10,,,207.39,210.54,1,1,,900,1100,0,0,0,0,1000,0,0,1,320,,,,,
1315501,1000020,7032,-1,330,10,,,215.025,217.625,1,1,,900,1100,0,0,0,0,1000,0,0,1,330,,,,,
1315601,1000020,7032,-1,330,10,,,222.8,224.84,1,1,,900,1200,0,0,0,0,1000,0,0,1,330,,,,,
1315701,1000020,7032,-1,330,10,,,230.715,232.185,1,1,,900,1200,0,0,0,0,1000,0,0,1,330,,,,,
1315801,1000020,7032,-1,340,10,,,238.77,239.66,1,1,,900,1200,0,0,0,0,1000,0,0,1,340,,,,,
1315901,1000020,7032,-1,340,10,,,246.965,247.265,1,1,,900,1200,0,0,0,0,1000,0,0,1,340,,,,,
1316001,1000020,7032,-1,340,10,,,255.3,255,1,1,,900,1200,0,0,0,0,1000,0,0,1,340,,,,,
1316101,1000020,7032,-1,350,10,,,263.7749,262.865,1,1,0,1000,1300,0,0,0,0,1150,0,0,1,350,,,,,
1316201,1000020,7032,-1,350,10,,,272.389886885,270.86,1,1,0,1000,1300,0,0,0,0,1150,0,0,1,350,,,,,
1316301,1000020,7032,-1,350,10,,,281.144873242,278.985,1,1,0,1000,1300,0,0,0,0,1150,0,0,1,350,,,,,
1316401,1000020,7032,-1,360,10,,,290.039859069,287.24,1,1,0,1000,1300,0,0,0,0,1150,0,0,1,360,,,,,
1316501,1000020,7032,-1,360,10,,,299.074844368,295.625,1,1,0,1000,1300,0,0,0,0,1150,0,0,1,360,,,,,
1316601,1000020,7032,-1,360,10,,,308.249829138,304.14,1,1,0,1000,1400,0,0,0,0,1150,0,0,1,360,,,,,
1316701,1000020,7032,-1,370,10,,,317.564813379,312.785,1,1,0,1000,1400,0,0,0,0,1150,0,0,1,370,,,,,
1316801,1000020,7032,-1,370,10,,,327.019797091,321.56,1,1,0,1000,1400,0,0,0,0,1150,0,0,1,370,,,,,
1316901,1000020,7032,-1,370,10,,,336.614780275,330.465,1,1,0,1000,1400,0,0,0,0,1150,0,0,1,370,,,,,
1317001,1000020,7032,-1,380,10,,,346.34976293,339.5,1,1,0,1000,1400,0,0,0,0,1150,0,0,1,380,,,,,
1317101,1000020,7032,-1,380,10,,,356.224745056,348.665,1,1,0,1000,1500,0,0,0,0,1150,0,0,1,380,,,,,
1317201,1000020,7032,-1,380,10,,,366.239726653,357.96,1,1,0,1000,1500,0,0,0,0,1150,0,0,1,380,,,,,
1317301,1000020,7032,-1,390,10,,,376.394707721,367.385,1,1,0,1000,1500,0,0,0,0,1150,0,0,1,390,,,,,
1317401,1000020,7032,-1,390,10,,,386.68968826,376.94,1,1,0,1000,1500,0,0,0,0,1150,0,0,1,390,,,,,
1317501,1000020,7032,-1,390,10,,,397.124668271,386.625,1,1,0,1000,1500,0,0,0,0,1150,0,0,1,390,,,,,
1317601,1000020,7032,-1,400,10,,,407.699647753,396.44,1,1,0,1000,1600,0,0,0,0,1150,0,0,1,400,,,,,
1317701,1000020,7032,-1,400,10,,,418.414626705,406.385,1,1,0,1000,1600,0,0,0,0,1150,0,0,1,400,,,,,
1317801,1000020,7032,-1,400,10,,,429.26960513,416.46,1,1,0,1000,1600,0,0,0,0,1150,0,0,1,400,,,,,
1317901,1000020,7032,-1,410,10,,,440.264583025,426.665,1,1,0,1000,1600,0,0,0,0,1150,0,0,1,410,,,,,
1318001,1000020,7032,-1,410,10,,,451.401583025,437,1,1,0,1000,1600,0,0,0,0,1000,0,0,1,410,,,,,
1318101,1000020,7032,-1,410,10,,,462.678583025,447.465,1,1,0,1100,1700,0,0,0,300,1300,0,0,1,410,,,,67181,
1318201,1000020,7032,-1,420,10,,,474.095583025,458.06,1,1,0,1100,1700,0,0,0,300,1300,0,0,1,420,,,,67181,
1318301,1000020,7032,-1,420,10,,,485.652583025,468.785,1,1,0,1100,1700,0,0,0,300,1300,0,0,1,420,,,,67181,
1318401,1000020,7032,-1,420,10,,,497.349583025,479.64,1,1,0,1100,1700,0,0,0,300,1300,0,0,1,420,,,,67181,
1318501,1000056,,-1,430,10,,,520,500,1,1,0,1100,1700,0,0,0,300,1300,0,0,1,430,,,,67181,
1318601,1000056,,-1,430,10,,,540,520,1,1,0,1100,1700,0,0,0,300,1300,0,0,1,430,,,,67181,
1318701,1000056,,-1,430,10,,,560,540,1,1,0,1100,1700,0,0,0,300,1300,0,0,1,430,,,,67181,
1318801,1000056,,-1,440,10,,,580,560,1,1,0,1100,1700,0,0,0,300,1300,0,0,1,440,,,,67181,
1318901,1000056,,-1,440,10,,,600,580,1,1,0,1100,1700,0,0,0,300,1300,0,0,1,440,,,,67181,
1319001,1000056,,-1,440,10,,,620,600,1,1,50,1100,1900,0,0,0,500,1300,0,0,1,440,,,,67182,
1319101,1000056,,-1,450,10,,,650,630,1,1,50,1100,1900,0,0,0,500,1300,0,0,1,450,,,,67182,
1319201,1000056,,-1,450,10,,,680,660,1,1,50,1100,1900,0,0,0,500,1300,0,0,1,450,,,,67182,
1319301,1000056,,-1,450,10,,,710,690,1,1,50,1100,1900,0,0,0,500,1300,0,0,1,450,,,,67182,
1319401,1000056,,-1,460,10,,,740,720,1,1,50,1100,1900,0,0,0,500,1300,0,0,1,460,,,,67182,
1319501,1000056,,-1,460,10,,,770,750,1,1,50,1100,1900,0,0,0,500,1300,0,0,1,460,,,,67182,
1319601,1000056,,-1,460,10,,,820,800,1,1,50,1100,1900,0,0,0,500,1300,0,0,1,460,,,,67182,
1319701,1000056,,-1,470,10,,,870,850,1,1,50,1100,1900,0,0,0,500,1300,0,0,1,470,,,,67182,
1319801,1000056,,-1,470,10,,,920,900,1,1,50,1100,1900,0,0,0,500,1300,0,0,1,470,,,,67182,
1319901,1000056,,-1,470,10,,,970,950,1,1,50,1100,1900,0,0,0,500,1300,0,0,1,470,,,,67182,
13110001,1000056,,-1,480,10,,,1020,1000,1,1,100,1100,2100,0,0,0,1000,1300,0,0,1,480,,,,67183,
1320101,1000033,,-1,150,10,,,3.14,21.13,1,1,,700,100,0,0,0,0,800,0,0,1,150,,,,,
1320201,1000033,,-1,150,10,,,3.58,21.52,1,1,,700,100,0,0,0,0,800,0,0,1,150,,,,,
1320301,1000033,,-1,150,10,,,4.32,22.17,1,1,,700,100,0,0,0,0,800,0,0,1,150,,,,,
1320401,1000033,,-1,160,10,,,5.36,23.08,1,1,,700,100,0,0,0,0,800,0,0,1,160,,,,,
1320501,1000033,,-1,160,10,,,6.7,24.25,1,1,,700,100,0,0,0,0,800,0,0,1,160,,,,,
1320601,1000033,,-1,160,10,,,8.34,25.68,1,1,,700,200,0,0,0,0,800,0,0,1,160,,,,,
1320701,1000033,,-1,170,10,,,10.28,27.37,1,1,,700,200,0,0,0,0,800,0,0,1,170,,,,,
1320801,1000033,,-1,170,10,,,12.52,29.32,1,1,,700,200,0,0,0,0,800,0,0,1,170,,,,,
1320901,1000033,,-1,170,10,,,15.06,31.53,1,1,,700,200,0,0,0,0,800,0,0,1,170,,,,,
1321001,1000033,,-1,180,10,,,17.9,34,1,1,,700,200,0,0,0,0,800,0,0,1,180,,,,,
1321101,1000033,,-1,180,10,,,21.04,36.73,1,1,,700,300,0,0,0,0,800,0,0,1,180,,,,,
1321201,1000033,,-1,180,10,,,24.48,39.72,1,1,,700,300,0,0,0,0,800,0,0,1,180,,,,,
1321301,1000033,,-1,190,10,,,28.22,42.97,1,1,,700,300,0,0,0,0,800,0,0,1,190,,,,,
1321401,1000033,,-1,190,10,,,32.26,46.48,1,1,,700,300,0,0,0,0,800,0,0,1,190,,,,,
1321501,1000033,,-1,190,10,,,36.6,50.25,1,1,,700,300,0,0,0,0,800,0,0,1,190,,,,,
1321601,1000033,,-1,200,10,,,41.24,54.28,1,1,,700,400,0,0,0,0,800,0,0,1,200,,,,,
1321701,1000033,,-1,200,10,,,46.18,58.57,1,1,,700,400,0,0,0,0,800,0,0,1,200,,,,,
1321801,1000033,,-1,200,10,,,51.42,63.12,1,1,,700,400,0,0,0,0,800,0,0,1,200,,,,,
1321901,1000033,,-1,210,10,,,56.96,67.93,1,1,,700,400,0,0,0,0,800,0,0,1,210,,,,,
1322001,1000033,,-1,210,10,,,62.8,73,1,1,,700,400,0,0,0,0,800,0,0,1,210,,,,,
1322101,1000033,,-1,210,10,,,68.94,78.33,1,1,,800,500,0,0,0,0,900,0,0,1,210,,,,,
1322201,1000033,,-1,220,10,,,75.38,83.92,1,1,,800,500,0,0,0,0,900,0,0,1,220,,,,,
1322301,1000033,,-1,220,10,,,82.12,89.77,1,1,,800,500,0,0,0,0,900,0,0,1,220,,,,,
1322401,1000033,,-1,220,10,,,89.16,95.88,1,1,,800,500,0,0,0,0,900,0,0,1,220,,,,,
1322501,1000033,,-1,230,10,,,96.5,102.25,1,1,,800,500,0,0,0,0,900,0,0,1,230,,,,,
1322601,1000033,,-1,230,10,,,104.14,108.88,1,1,,800,600,0,0,0,0,900,0,0,1,230,,,,,
1322701,1000033,,-1,230,10,,,112.08,115.77,1,1,,800,600,0,0,0,0,900,0,0,1,230,,,,,
1322801,1000033,,-1,240,10,,,120.32,122.92,1,1,,800,600,0,0,0,0,900,0,0,1,240,,,,,
1322901,1000033,,-1,240,10,,,128.86,130.33,1,1,,800,600,0,0,0,0,900,0,0,1,240,,,,,
1323001,1000033,,-1,240,10,,,137.7,138,1,1,,800,600,0,0,0,0,900,0,0,1,240,,,,,
1323101,1000033,,-1,250,10,,,146.84,145.93,1,1,,800,700,0,0,0,0,900,0,0,1,250,,,,,
1323201,1000033,,-1,250,10,,,156.28,154.12,1,1,,800,700,0,0,0,0,900,0,0,1,250,,,,,
1323301,1000033,,-1,250,10,,,166.02,162.57,1,1,,800,700,0,0,0,0,900,0,0,1,250,,,,,
1323401,1000033,,-1,260,10,,,176.06,171.28,1,1,,800,700,0,0,0,0,900,0,0,1,260,,,,,
1323501,1000033,,-1,260,10,,,186.4,180.25,1,1,,800,700,0,0,0,0,900,0,0,1,260,,,,,
1323601,1000033,,-1,260,10,,,197.04,189.48,1,1,,800,800,0,0,0,0,900,0,0,1,260,,,,,
1323701,1000033,,-1,270,10,,,207.98,198.97,1,1,,800,800,0,0,0,0,900,0,0,1,270,,,,,
1323801,1000033,,-1,270,10,,,219.22,208.72,1,1,,800,800,0,0,0,0,900,0,0,1,270,,,,,
1323901,1000033,,-1,270,10,,,230.76,218.73,1,1,,800,800,0,0,0,0,900,0,0,1,270,,,,,
1324001,1000033,,-1,280,10,,,242.6,229,1,1,,800,800,0,0,0,0,900,0,0,1,280,,,,,
1324101,1000033,,-1,280,10,,,254.74,239.53,1,1,,900,900,0,0,0,0,1100,0,0,1,280,,,,,
1324201,1000033,,-1,280,10,,,267.18,250.32,1,1,,900,900,0,0,0,0,1100,0,0,1,280,,,,,
1324301,1000033,,-1,290,10,,,279.92,261.37,1,1,,900,900,0,0,0,0,1100,0,0,1,290,,,,,
1324401,1000033,,-1,290,10,,,292.96,272.68,1,1,,900,900,0,0,0,0,1100,0,0,1,290,,,,,
1324501,1000033,,-1,290,10,,,306.3,284.25,1,1,,900,900,0,0,0,0,1100,0,0,1,290,,,,,
1324601,1000033,,-1,300,10,,,319.94,296.08,1,1,,900,1000,0,0,0,0,1100,0,0,1,300,,,,,
1324701,1000033,,-1,300,10,,,333.88,308.17,1,1,,900,1000,0,0,,0,1100,0,0,1,300,,,,,
1324801,1000033,,-1,300,10,,,348.12,320.52,1,1,,900,1000,0,0,0,0,1100,0,0,1,300,,,,,
1324901,1000033,,-1,310,10,,,362.66,333.13,1,1,,900,1000,0,0,0,0,1100,0,0,1,310,,,,,
1325001,1000033,,-1,310,10,,,377.5,346,1,1,,900,1000,0,0,0,0,1100,0,0,1,310,,,,,
1325101,1000033,,-1,310,10,,,392.64,359.13,1,1,,900,1100,0,0,0,0,1100,0,0,1,310,,,,,
1325201,1000033,,-1,320,10,,,408.08,372.52,1,1,,900,1100,0,0,0,0,1100,0,0,1,320,,,,,
1325301,1000033,,-1,320,10,,,423.82,386.17,1,1,,900,1100,0,0,0,0,1100,0,0,1,320,,,,,
1325401,1000033,,-1,320,10,,,439.86,400.08,1,1,,900,1100,0,0,0,0,1100,0,0,1,320,,,,,
1325501,1000033,,-1,330,10,,,456.2,414.25,1,1,,900,1100,0,0,0,0,1100,0,0,1,330,,,,,
1325601,1000033,,-1,330,10,,,472.84,428.68,1,1,,900,1200,0,0,0,0,1100,0,0,1,330,,,,,
1325701,1000033,,-1,330,10,,,489.78,443.37,1,1,,900,1200,0,0,0,0,1100,0,0,1,330,,,,,
1325801,1000033,,-1,340,10,,,507.02,458.32,1,1,,900,1200,0,0,0,0,1100,0,0,1,340,,,,,
1325901,1000033,,-1,340,10,,,524.56,473.53,1,1,,900,1200,0,0,0,0,1100,0,0,1,340,,,,,
1326001,1000033,,-1,340,10,,,542.4,489,1,1,,900,1200,0,0,0,0,1100,0,0,1,340,,,,,
1326101,1000033,,-1,350,10,,,560.54,504.73,1,1,0,1000,1300,0,0,0,0,1250,0,0,1,350,,,,,
1326201,1000033,,-1,350,10,,,578.98,520.72,1,1,0,1000,1300,0,0,0,0,1250,0,0,1,350,,,,,
1326301,1000033,,-1,350,10,,,597.72,536.97,1,1,0,1000,1300,0,0,0,0,1250,0,0,1,350,,,,,
1326401,1000033,,-1,360,10,,,616.76,553.48,1,1,0,1000,1300,0,0,0,0,1250,0,0,1,360,,,,,
1326501,1000033,,-1,360,10,,,636.1,570.25,1,1,0,1000,1300,0,0,0,0,1250,0,0,1,360,,,,,
1326601,1000033,,-1,360,10,,,655.74,587.28,1,1,0,1000,1400,0,0,0,0,1250,0,0,1,360,,,,,
1326701,1000033,,-1,370,10,,,675.68,604.57,1,1,0,1000,1400,0,0,0,0,1250,0,0,1,370,,,,,
1326801,1000033,,-1,370,10,,,695.92,622.12,1,1,0,1000,1400,0,0,0,0,1250,0,0,1,370,,,,,
1326901,1000033,,-1,370,10,,,716.46,639.93,1,1,0,1000,1400,0,0,0,0,1250,0,0,1,370,,,,,
1327001,1000033,,-1,380,10,,,737.3,658,1,1,0,1000,1400,0,0,0,0,1250,0,0,1,380,,,,,
1327101,1000033,,-1,380,10,,,758.44,676.33,1,1,0,1000,1500,0,0,0,0,1250,0,0,1,380,,,,,
