id,name,dropbox_id,weight,item,cost
100437009,-1,100437,100,6025#1,0#0
100437010,-1,100437,30,956001#1,0#0
100437011,-1,100437,18,24#1,0#0
100437012,-1,100437,4,25#1,0#0
100437013,-1,100437,1500,26#5#10,0#0
100437014,-1,100437,500,27#1#5,0#0
100437015,-1,100437,800,10#1#5,0#0
100437016,-1,100437,1000,2041#1,0#0
100437017,-1,100437,250,28#1,0#0
100438001,-1,100438,4146,0#0,0#0
100438002,-1,100438,12,3062#1,0#0
100438003,-1,100438,40,3052#1,0#0
100438004,-1,100438,1200,14#8#12,0#0
100438005,-1,100438,100,6021#1,0#0
100438006,-1,100438,100,6022#1,0#0
100438007,-1,100438,100,6023#1,0#0
100438008,-1,100438,100,6024#1,0#0
100438009,-1,100438,100,6025#1,0#0
100438010,-1,100438,30,956001#1,0#0
100438011,-1,100438,18,24#1,0#0
100438012,-1,100438,4,25#1,0#0
100438013,-1,100438,1500,26#5#10,0#0
100438014,-1,100438,500,27#1#5,0#0
100438015,-1,100438,800,10#1#5,0#0
100438016,-1,100438,1000,3041#1,0#0
100438017,-1,100438,250,28#1,0#0
100439001,-1,100439,4146,0#0,0#0
100439002,-1,100439,12,4062#1,0#0
100439003,-1,100439,40,4052#1,0#0
100439004,-1,100439,1200,14#8#12,0#0
100439005,-1,100439,100,6021#1,0#0
100439006,-1,100439,100,6022#1,0#0
100439007,-1,100439,100,6023#1,0#0
100439008,-1,100439,100,6024#1,0#0
100439009,-1,100439,100,6025#1,0#0
100439010,-1,100439,30,956001#1,0#0
100439011,-1,100439,18,24#1,0#0
100439012,-1,100439,4,25#1,0#0
100439013,-1,100439,1500,26#5#10,0#0
100439014,-1,100439,500,27#1#5,0#0
100439015,-1,100439,800,10#1#5,0#0
100439016,-1,100439,1000,4041#1,0#0
100439017,-1,100439,250,28#1,0#0
100440001,-1,100440,4086,0#0,0#0
100440002,-1,100440,60,940011#1,0#0
100440003,-1,100440,3,1062#1,0#0
100440004,-1,100440,3,2062#1,0#0
100440005,-1,100440,3,3062#1,0#0
100440006,-1,100440,3,4062#1,0#0
100440007,-1,100440,10,1052#1,0#0
100440008,-1,100440,10,2052#1,0#0
100440009,-1,100440,10,3052#1,0#0
100440010,-1,100440,10,4052#1,0#0
100440011,-1,100440,1200,14#8#12,0#0
100440012,-1,100440,100,6021#1,0#0
100440013,-1,100440,100,6022#1,0#0
100440014,-1,100440,100,6023#1,0#0
100440015,-1,100440,100,6024#1,0#0
100440016,-1,100440,100,6025#1,0#0
100440017,-1,100440,30,956001#1,0#0
100440018,-1,100440,18,24#1,0#0
100440019,-1,100440,4,25#1,0#0
100440020,-1,100440,1500,26#5#10,0#0
100440021,-1,100440,500,27#1#5,0#0
100440022,-1,100440,800,10#1#5,0#0
100440023,-1,100440,250,1041#1,0#0
100440024,-1,100440,250,2041#1,0#0
100440025,-1,100440,250,3041#1,0#0
100440026,-1,100440,250,4041#1,0#0
100440027,-1,100440,250,28#1,0#0
100441001,-1,100441,4146,0#0,0#0
100441002,-1,100441,12,1062#1,0#0
100441003,-1,100441,40,1052#1,0#0
100441004,-1,100441,1200,14#8#12,0#0
100441005,-1,100441,100,6021#1,0#0
100441006,-1,100441,100,6022#1,0#0
100441007,-1,100441,100,6023#1,0#0
100441008,-1,100441,100,6024#1,0#0
100441009,-1,100441,100,6025#1,0#0
100441010,-1,100441,30,956001#1,0#0
100441011,-1,100441,18,24#1,0#0
100441012,-1,100441,4,25#1,0#0
100441013,-1,100441,1500,26#5#10,0#0
100441014,-1,100441,500,27#1#5,0#0
100441015,-1,100441,800,10#1#5,0#0
100441016,-1,100441,1000,1041#1,0#0
100441017,-1,100441,250,28#1,0#0
100442001,-1,100442,4146,0#0,0#0
100442002,-1,100442,12,2062#1,0#0
100442003,-1,100442,40,2052#1,0#0
100442004,-1,100442,1200,14#8#12,0#0
100442005,-1,100442,100,6021#1,0#0
100442006,-1,100442,100,6022#1,0#0
100442007,-1,100442,100,6023#1,0#0
100442008,-1,100442,100,6024#1,0#0
100442009,-1,100442,100,6025#1,0#0
100442010,-1,100442,30,956001#1,0#0
100442011,-1,100442,18,24#1,0#0
100442012,-1,100442,4,25#1,0#0
100442013,-1,100442,1500,26#5#10,0#0
100442014,-1,100442,500,27#1#5,0#0
100442015,-1,100442,800,10#1#5,0#0
100442016,-1,100442,1000,2041#1,0#0
100442017,-1,100442,250,28#1,0#0
100443001,-1,100443,4146,0#0,0#0
100443002,-1,100443,12,3062#1,0#0
100443003,-1,100443,40,3052#1,0#0
100443004,-1,100443,1200,14#8#12,0#0
100443005,-1,100443,100,6021#1,0#0
100443006,-1,100443,100,6022#1,0#0
100443007,-1,100443,100,6023#1,0#0
100443008,-1,100443,100,6024#1,0#0
100443009,-1,100443,100,6025#1,0#0
100443010,-1,100443,30,956001#1,0#0
100443011,-1,100443,18,24#1,0#0
100443012,-1,100443,4,25#1,0#0
100443013,-1,100443,1500,26#5#10,0#0
100443014,-1,100443,500,27#1#5,0#0
100443015,-1,100443,800,10#1#5,0#0
100443016,-1,100443,1000,3041#1,0#0
100443017,-1,100443,250,28#1,0#0
100444001,-1,100444,4146,0#0,0#0
100444002,-1,100444,12,4062#1,0#0
100444003,-1,100444,40,4052#1,0#0
100444004,-1,100444,1200,14#8#12,0#0
100444005,-1,100444,100,6021#1,0#0
100444006,-1,100444,100,6022#1,0#0
100444007,-1,100444,100,6023#1,0#0
100444008,-1,100444,100,6024#1,0#0
100444009,-1,100444,100,6025#1,0#0
100444010,-1,100444,30,956001#1,0#0
100444011,-1,100444,18,24#1,0#0
100444012,-1,100444,4,25#1,0#0
100444013,-1,100444,1500,26#5#10,0#0
100444014,-1,100444,500,27#1#5,0#0
100444015,-1,100444,800,10#1#5,0#0
100444016,-1,100444,1000,4041#1,0#0
100444017,-1,100444,250,28#1,0#0
100445001,-1,100445,4086,0#0,0#0
100445002,-1,100445,60,940012#1,0#0
100445003,-1,100445,3,1062#1,0#0
100445004,-1,100445,3,2062#1,0#0
100445005,-1,100445,3,3062#1,0#0
100445006,-1,100445,3,4062#1,0#0
100445007,-1,100445,10,1052#1,0#0
100445008,-1,100445,10,2052#1,0#0
100445009,-1,100445,10,3052#1,0#0
100445010,-1,100445,10,4052#1,0#0
100445011,-1,100445,1200,14#8#12,0#0
100445012,-1,100445,100,6021#1,0#0
100445013,-1,100445,100,6022#1,0#0
100445014,-1,100445,100,6023#1,0#0
100445015,-1,100445,100,6024#1,0#0
100445016,-1,100445,100,6025#1,0#0
100445017,-1,100445,30,956001#1,0#0
100445018,-1,100445,18,24#1,0#0
100445019,-1,100445,4,25#1,0#0
100445020,-1,100445,1500,26#5#10,0#0
100445021,-1,100445,500,27#1#5,0#0
100445022,-1,100445,800,10#1#5,0#0
100445023,-1,100445,250,1041#1,0#0
100445024,-1,100445,250,2041#1,0#0
100445025,-1,100445,250,3041#1,0#0
100445026,-1,100445,250,4041#1,0#0
100445027,-1,100445,250,28#1,0#0
100446001,-1,100446,4146,0#0,0#0
100446002,-1,100446,12,1062#1,0#0
100446003,-1,100446,40,1052#1,0#0
100446004,-1,100446,1200,14#8#12,0#0
100446005,-1,100446,100,6021#1,0#0
100446006,-1,100446,100,6022#1,0#0
100446007,-1,100446,100,6023#1,0#0
100446008,-1,100446,100,6024#1,0#0
100446009,-1,100446,100,6025#1,0#0
100446010,-1,100446,30,956001#1,0#0
100446011,-1,100446,18,24#1,0#0
100446012,-1,100446,4,25#1,0#0
100446013,-1,100446,1500,26#5#10,0#0
100446014,-1,100446,500,27#1#5,0#0
100446015,-1,100446,800,10#1#5,0#0
100446016,-1,100446,1000,1041#1,0#0
100446017,-1,100446,250,28#1,0#0
100447001,-1,100447,4146,0#0,0#0
100447002,-1,100447,12,2062#1,0#0
100447003,-1,100447,40,2052#1,0#0
100447004,-1,100447,1200,14#8#12,0#0
100447005,-1,100447,100,6021#1,0#0
100447006,-1,100447,100,6022#1,0#0
100447007,-1,100447,100,6023#1,0#0
100447008,-1,100447,100,6024#1,0#0
100447009,-1,100447,100,6025#1,0#0
100447010,-1,100447,30,956001#1,0#0
100447011,-1,100447,18,24#1,0#0
100447012,-1,100447,4,25#1,0#0
100447013,-1,100447,1500,26#5#10,0#0
100447014,-1,100447,500,27#1#5,0#0
100447015,-1,100447,800,10#1#5,0#0
100447016,-1,100447,1000,2041#1,0#0
100447017,-1,100447,250,28#1,0#0
100448001,-1,100448,4146,0#0,0#0
100448002,-1,100448,12,3062#1,0#0
100448003,-1,100448,40,3052#1,0#0
100448004,-1,100448,1200,14#8#12,0#0
100448005,-1,100448,100,6021#1,0#0
100448006,-1,100448,100,6022#1,0#0
100448007,-1,100448,100,6023#1,0#0
100448008,-1,100448,100,6024#1,0#0
100448009,-1,100448,100,6025#1,0#0
100448010,-1,100448,30,956001#1,0#0
100448011,-1,100448,18,24#1,0#0
100448012,-1,100448,4,25#1,0#0
100448013,-1,100448,1500,26#5#10,0#0
100448014,-1,100448,500,27#1#5,0#0
100448015,-1,100448,800,10#1#5,0#0
100448016,-1,100448,1000,3041#1,0#0
100448017,-1,100448,250,28#1,0#0
100449001,-1,100449,4146,0#0,0#0
100449002,-1,100449,12,4062#1,0#0
100449003,-1,100449,40,4052#1,0#0
100449004,-1,100449,1200,14#8#12,0#0
100449005,-1,100449,100,6021#1,0#0
100449006,-1,100449,100,6022#1,0#0
100449007,-1,100449,100,6023#1,0#0
100449008,-1,100449,100,6024#1,0#0
100449009,-1,100449,100,6025#1,0#0
100449010,-1,100449,30,956001#1,0#0
100449011,-1,100449,18,24#1,0#0
100449012,-1,100449,4,25#1,0#0
100449013,-1,100449,1500,26#5#10,0#0
100449014,-1,100449,500,27#1#5,0#0
100449015,-1,100449,800,10#1#5,0#0
100449016,-1,100449,1000,4041#1,0#0
100449017,-1,100449,250,28#1,0#0
100450001,-1,100450,4086,0#0,0#0
100450002,-1,100450,60,940013#1,0#0
100450003,-1,100450,3,1062#1,0#0
100450004,-1,100450,3,2062#1,0#0
100450005,-1,100450,3,3062#1,0#0
100450006,-1,100450,3,4062#1,0#0
100450007,-1,100450,10,1052#1,0#0
100450008,-1,100450,10,2052#1,0#0
100450009,-1,100450,10,3052#1,0#0
100450010,-1,100450,10,4052#1,0#0
100450011,-1,100450,1200,14#8#12,0#0
100450012,-1,100450,100,6021#1,0#0
100450013,-1,100450,100,6022#1,0#0
100450014,-1,100450,100,6023#1,0#0
100450015,-1,100450,100,6024#1,0#0
100450016,-1,100450,100,6025#1,0#0
100450017,-1,100450,30,956001#1,0#0
100450018,-1,100450,18,24#1,0#0
100450019,-1,100450,4,25#1,0#0
100450020,-1,100450,1500,26#5#10,0#0
100450021,-1,100450,500,27#1#5,0#0
100450022,-1,100450,800,10#1#5,0#0
100450023,-1,100450,250,1041#1,0#0
100450024,-1,100450,250,2041#1,0#0
100450025,-1,100450,250,3041#1,0#0
100450026,-1,100450,250,4041#1,0#0
100450027,-1,100450,250,28#1,0#0
100451001,-1,100451,4146,0#0,0#0
100451002,-1,100451,12,1063#1,0#0
100451003,-1,100451,40,1052#1,0#0
100451004,-1,100451,1200,14#8#12,0#0
100451005,-1,100451,100,6021#1,0#0
100451006,-1,100451,100,6022#1,0#0
100451007,-1,100451,100,6023#1,0#0
100451008,-1,100451,100,6024#1,0#0
100451009,-1,100451,100,6025#1,0#0
100451010,-1,100451,30,956001#1,0#0
100451011,-1,100451,18,24#1,0#0
100451012,-1,100451,4,25#1,0#0
100451013,-1,100451,1500,26#5#10,0#0
100451014,-1,100451,500,27#1#5,0#0
100451015,-1,100451,800,10#1#5,0#0
100451016,-1,100451,1000,1041#1,0#0
100451017,-1,100451,250,28#1,0#0
100452001,-1,100452,4146,0#0,0#0
100452002,-1,100452,12,2063#1,0#0
100452003,-1,100452,40,2052#1,0#0
100452004,-1,100452,1200,14#8#12,0#0
100452005,-1,100452,100,6021#1,0#0
100452006,-1,100452,100,6022#1,0#0
100452007,-1,100452,100,6023#1,0#0
100452008,-1,100452,100,6024#1,0#0
100452009,-1,100452,100,6025#1,0#0
100452010,-1,100452,30,956001#1,0#0
100452011,-1,100452,18,24#1,0#0
100452012,-1,100452,4,25#1,0#0
100452013,-1,100452,1500,26#5#10,0#0
100452014,-1,100452,500,27#1#5,0#0
100452015,-1,100452,800,10#1#5,0#0
100452016,-1,100452,1000,2041#1,0#0
100452017,-1,100452,250,28#1,0#0
100453001,-1,100453,4146,0#0,0#0
100453002,-1,100453,12,3063#1,0#0
100453003,-1,100453,40,3052#1,0#0
100453004,-1,100453,1200,14#8#12,0#0
100453005,-1,100453,100,6021#1,0#0
100453006,-1,100453,100,6022#1,0#0
100453007,-1,100453,100,6023#1,0#0
100453008,-1,100453,100,6024#1,0#0
100453009,-1,100453,100,6025#1,0#0
100453010,-1,100453,30,956001#1,0#0
100453011,-1,100453,18,24#1,0#0
100453012,-1,100453,4,25#1,0#0
100453013,-1,100453,1500,26#5#10,0#0
100453014,-1,100453,500,27#1#5,0#0
100453015,-1,100453,800,10#1#5,0#0
100453016,-1,100453,1000,3041#1,0#0
100453017,-1,100453,250,28#1,0#0
100454001,-1,100454,4146,0#0,0#0
100454002,-1,100454,12,4063#1,0#0
100454003,-1,100454,40,4052#1,0#0
100454004,-1,100454,1200,14#8#12,0#0
100454005,-1,100454,100,6021#1,0#0
100454006,-1,100454,100,6022#1,0#0
100454007,-1,100454,100,6023#1,0#0
100454008,-1,100454,100,6024#1,0#0
100454009,-1,100454,100,6025#1,0#0
100454010,-1,100454,30,956001#1,0#0
100454011,-1,100454,18,24#1,0#0
100454012,-1,100454,4,25#1,0#0
100454013,-1,100454,1500,26#5#10,0#0
100454014,-1,100454,500,27#1#5,0#0
100454015,-1,100454,800,10#1#5,0#0
100454016,-1,100454,1000,4041#1,0#0
100454017,-1,100454,250,28#1,0#0
100455001,-1,100455,4086,0#0,0#0
100455002,-1,100455,60,940014#1,0#0
100455003,-1,100455,3,1063#1,0#0
100455004,-1,100455,3,2063#1,0#0
100455005,-1,100455,3,3063#1,0#0
100455006,-1,100455,3,4063#1,0#0
100455007,-1,100455,10,1052#1,0#0
100455008,-1,100455,10,2052#1,0#0
100455009,-1,100455,10,3052#1,0#0
100455010,-1,100455,10,4052#1,0#0
100455011,-1,100455,1200,14#8#12,0#0
100455012,-1,100455,100,6021#1,0#0
100455013,-1,100455,100,6022#1,0#0
100455014,-1,100455,100,6023#1,0#0
100455015,-1,100455,100,6024#1,0#0
100455016,-1,100455,100,6025#1,0#0
100455017,-1,100455,30,956001#1,0#0
100455018,-1,100455,18,24#1,0#0
100455019,-1,100455,4,25#1,0#0
100455020,-1,100455,1500,26#5#10,0#0
100455021,-1,100455,500,27#1#5,0#0
100455022,-1,100455,800,10#1#5,0#0
100455023,-1,100455,250,1041#1,0#0
100455024,-1,100455,250,2041#1,0#0
100455025,-1,100455,250,3041#1,0#0
100455026,-1,100455,250,4041#1,0#0
100455027,-1,100455,250,28#1,0#0
100456001,-1,100456,4146,0#0,0#0
100456002,-1,100456,12,1063#1,0#0
100456003,-1,100456,40,1052#1,0#0
100456004,-1,100456,1200,14#8#12,0#0
100456005,-1,100456,100,6021#1,0#0
100456006,-1,100456,100,6022#1,0#0
100456007,-1,100456,100,6023#1,0#0
100456008,-1,100456,100,6024#1,0#0
100456009,-1,100456,100,6025#1,0#0
100456010,-1,100456,30,956001#1,0#0
100456011,-1,100456,18,24#1,0#0
100456012,-1,100456,4,25#1,0#0
100456013,-1,100456,1500,26#5#10,0#0
100456014,-1,100456,500,27#1#5,0#0
100456015,-1,100456,800,10#1#5,0#0
100456016,-1,100456,1000,1041#1,0#0
100456017,-1,100456,250,28#1,0#0
100457001,-1,100457,4146,0#0,0#0
100457002,-1,100457,12,2063#1,0#0
100457003,-1,100457,40,2052#1,0#0
100457004,-1,100457,1200,14#8#12,0#0
100457005,-1,100457,100,6021#1,0#0
100457006,-1,100457,100,6022#1,0#0
100457007,-1,100457,100,6023#1,0#0
100457008,-1,100457,100,6024#1,0#0
100457009,-1,100457,100,6025#1,0#0
100457010,-1,100457,30,956001#1,0#0
100457011,-1,100457,18,24#1,0#0
100457012,-1,100457,4,25#1,0#0
100457013,-1,100457,1500,26#5#10,0#0
100457014,-1,100457,500,27#1#5,0#0
100457015,-1,100457,800,10#1#5,0#0
100457016,-1,100457,1000,2041#1,0#0
100457017,-1,100457,250,28#1,0#0
100458001,-1,100458,4146,0#0,0#0
100458002,-1,100458,12,3063#1,0#0
100458003,-1,100458,40,3052#1,0#0
100458004,-1,100458,1200,14#8#12,0#0
100458005,-1,100458,100,6021#1,0#0
100458006,-1,100458,100,6022#1,0#0
100458007,-1,100458,100,6023#1,0#0
100458008,-1,100458,100,6024#1,0#0
100458009,-1,100458,100,6025#1,0#0
100458010,-1,100458,30,956001#1,0#0
100458011,-1,100458,18,24#1,0#0
100458012,-1,100458,4,25#1,0#0
100458013,-1,100458,1500,26#5#10,0#0
100458014,-1,100458,500,27#1#5,0#0
100458015,-1,100458,800,10#1#5,0#0
100458016,-1,100458,1000,3041#1,0#0
100458017,-1,100458,250,28#1,0#0
100459001,-1,100459,4146,0#0,0#0
100459002,-1,100459,12,4063#1,0#0
100459003,-1,100459,40,4052#1,0#0
100459004,-1,100459,1200,14#8#12,0#0
100459005,-1,100459,100,6021#1,0#0
100459006,-1,100459,100,6022#1,0#0
100459007,-1,100459,100,6023#1,0#0
100459008,-1,100459,100,6024#1,0#0
100459009,-1,100459,100,6025#1,0#0
100459010,-1,100459,30,956001#1,0#0
100459011,-1,100459,18,24#1,0#0
100459012,-1,100459,4,25#1,0#0
100459013,-1,100459,1500,26#5#10,0#0
100459014,-1,100459,500,27#1#5,0#0
100459015,-1,100459,800,10#1#5,0#0
100459016,-1,100459,1000,4041#1,0#0
100459017,-1,100459,250,28#1,0#0
100460001,-1,100460,4086,0#0,0#0
100460002,-1,100460,60,940011#1,0#0
100460003,-1,100460,3,1063#1,0#0
100460004,-1,100460,3,2063#1,0#0
100460005,-1,100460,3,3063#1,0#0
100460006,-1,100460,3,4063#1,0#0
100460007,-1,100460,10,1052#1,0#0
100460008,-1,100460,10,2052#1,0#0
100460009,-1,100460,10,3052#1,0#0
100460010,-1,100460,10,4052#1,0#0
100460011,-1,100460,1200,14#8#12,0#0
100460012,-1,100460,100,6021#1,0#0
100460013,-1,100460,100,6022#1,0#0
100460014,-1,100460,100,6023#1,0#0
100460015,-1,100460,100,6024#1,0#0
100460016,-1,100460,100,6025#1,0#0
100460017,-1,100460,30,956001#1,0#0
100460018,-1,100460,18,24#1,0#0
100460019,-1,100460,4,25#1,0#0
100460020,-1,100460,1500,26#5#10,0#0
100460021,-1,100460,500,27#1#5,0#0
100460022,-1,100460,800,10#1#5,0#0
100460023,-1,100460,250,1041#1,0#0
100460024,-1,100460,250,2041#1,0#0
100460025,-1,100460,250,3041#1,0#0
100460026,-1,100460,250,4041#1,0#0
100460027,-1,100460,250,28#1,0#0
100461001,-1,100461,4146,0#0,0#0
100461002,-1,100461,12,1063#1,0#0
100461003,-1,100461,40,1052#1,0#0
100461004,-1,100461,1200,14#8#12,0#0
100461005,-1,100461,100,6021#1,0#0
100461006,-1,100461,100,6022#1,0#0
100461007,-1,100461,100,6023#1,0#0
100461008,-1,100461,100,6024#1,0#0
100461009,-1,100461,100,6025#1,0#0
100461010,-1,100461,30,956001#1,0#0
100461011,-1,100461,18,24#1,0#0
100461012,-1,100461,4,25#1,0#0
100461013,-1,100461,1500,26#5#10,0#0
100461014,-1,100461,500,27#1#5,0#0
100461015,-1,100461,800,10#1#5,0#0
100461016,-1,100461,1000,1041#1,0#0
100461017,-1,100461,250,28#1,0#0
100462001,-1,100462,4146,0#0,0#0
100462002,-1,100462,12,2063#1,0#0
100462003,-1,100462,40,2052#1,0#0
100462004,-1,100462,1200,14#8#12,0#0
100462005,-1,100462,100,6021#1,0#0
100462006,-1,100462,100,6022#1,0#0
100462007,-1,100462,100,6023#1,0#0
100462008,-1,100462,100,6024#1,0#0
