id,name,name2,ver,group,job,max_grade,max_star,max_lv,base_atk,base_hp,base_arm,base_spd,grow_atk,grow_hp,grow_arm,grow_spd,energy_base,decompose,grade_lv1,grade_exp1,grade_lv2,grade_exp2,grade_lv3,grade_exp3,grade_lv4,grade_exp4,grade_lv5,grade_exp5,grade_lv6,grade_exp6,ex_skill,atk_id,act_skill_id,pas_skill1_id,pas_skill2_id,pas_skill3_id,pas_tier1,pas_tier2,pas_tier3,host,material,avatar,partner_model,show_in_guide,show_in_forge,show_in_guide_auditing,show_in_forge_auditing,awake_material,awake_grow,awake_skill,stone_material,potential,n_id,star_10,skin_ids,wedding_skin_id,comment_id,show_ids,hero_list,achievement_id,partner_data_id,gift_type1,gift_type2,shenxue_table_id,partner_shard,click_dialog1,click_dialog2,click_dialog3,click_dialog4,click_dialog5,dialogs,click_sound1,click_sound2,click_sound3,click_sound4,click_sound5,battle_sound,start_sound,dead_sound,skill_sound,lvlup_sound,gradeup_sound,shengxue_sound,awake_sound,equip_sound1,equip_sound2,hangteam_sound,victory_sound,failed_sound,love_point_sound1,love_point_sound2,love_point_sound3,love_point_sound4,vow_sound,house_sound,house_set_sound,idle_sound,dagong_sound,daily_mission_sound,new_stage_sound,gift_sound1,gift_sound2,gift_sound3,login_sound
2000017,-1,,0,6,3,5,10,180,1828,30516,55,315,182.8,3051.6,5.5,3.15,50,,,,,,,,,,,,,,,75600800,75600801,75600802,75600803,75600804,1,1,1,,,partner_avatar_756008,75600801,0,,0,,,182.8#3051.6#5.5#3.15|182.8#3051.6#5.5#3.15|182.8#3051.6#5.5#3.15|182.8#3051.6#5.5#3.15|182.8#3051.6#5.5#3.15,75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000018,-1,,0,6,3,6,10,210,2285,38145,56,318,228.5,3814.5,5.6,3.18,50,,,,,,,,,,,,,,,75600800,75600801,75600802,75600803,75600804,1,1,1,,,partner_avatar_756008,75600801,0,,0,,,228.5#3814.5#5.6#3.18|228.5#3814.5#5.6#3.18|228.5#3814.5#5.6#3.18|228.5#3814.5#5.6#3.18|228.5#3814.5#5.6#3.18,75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000019,-1,,0,6,3,6,10,240,2856,47681,57,321,285.6,4768.1,5.7,3.21,50,,,,,,,,,,,,,,,75600800,75600801,75600802,75600803,75600804,1,1,1,,,partner_avatar_756008,75600801,0,,0,,,285.6#4768.1#5.7#3.21|285.6#4768.1#5.7#3.21|285.6#4768.1#5.7#3.21|285.6#4768.1#5.7#3.21|285.6#4768.1#5.7#3.21,75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000020,-1,,0,6,3,6,10,270,3570,59601,58,324,357,5960.1,5.8,3.24,50,,,,,,,,,,,,,,,75600800,75600801,75600802,75600803,75600804,1,1,1,,,partner_avatar_756008,75600801,0,,0,,,357#5960.1#5.8#3.24|357#5960.1#5.8#3.24|357#5960.1#5.8#3.24|357#5960.1#5.8#3.24|357#5960.1#5.8#3.24,75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000021,-1,,0,6,3,6,10,300,4462,74501,59,327,446.2,7450.1,5.9,3.27,50,,,,,,,,,,,,,,,75600800,75600801,75600802,75600803,75600804,1,1,1,,,partner_avatar_756008,75600801,0,,0,,,446.2#7450.1#5.9#3.27|446.2#7450.1#5.9#3.27|446.2#7450.1#5.9#3.27|446.2#7450.1#5.9#3.27|446.2#7450.1#5.9#3.27,75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000022,-1,,0,6,3,6,10,330,5577,93126,60,330,557.7,9312.6,6,3.3,100,,,,,,,,,,,,,,,75600800,75600801,75600802,75600803,75600804,1,1,1,,,partner_avatar_756008,75600801,0,,0,,,557.7#9312.6#6#3.3|557.7#9312.6#6#3.3|557.7#9312.6#6#3.3|557.7#9312.6#6#3.3|557.7#9312.6#6#3.3|557.7#9312.6#6#3.3,75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804|75600801#75600802#75600803#75600804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000023,-1,-1,0,5,2,6,10,250,386,8352,60,225.8,38.6,835.2,6,2,50,,,,,,,,,,,,,,1,75501000,75501001,75501002,75501003,200002304,2,4,6,,,partner_avatar_755010,75501001,0,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000024,-1,-1,0,1,5,6,10,250,343,8252,62,219.5,34.3,825.2,6.2,2,50,,,,,,,,,,,,,,1,75101300,75101301,75101302,75101303,200002404,2,4,6,,,partner_avatar_751013,75101301,0,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000025,-1,-1,0,1,5,6,10,250,343,8252,62,219.5,34.3,825.2,6.2,2,50,,,,,,,,,,,,,,1,75101300,75101301,75101302,200002403,200002404,2,4,6,,,partner_avatar_751013,75101301,0,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000026,-1,-1,0,5,3,6,10,250,343,9680,60,225.8,34.3,968,6,2,50,,,,,,,,,,,,,,1,75500800,75500801,75500802,75500803,200002604,2,4,6,,,partner_avatar_755008,75500801,0,,0,,,,,,,,,7158|7192|7199|7217,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000027,-1,-1,0,6,3,6,10,250,343,8286.9,60,220,34.3,828.69,6,2,50,,,,,,,,,,,,,,1,75600300,75600301,75600302,75600304,,2,4,,,,partner_avatar_756003,75600301,0,,0,,,,,,,,,7011|7023|7029|7113,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000028,-1,-1,0,1,4,6,10,250,478,9436,62,234.5,47.8,943.6,6.2,2,50,,,,,,,,,,,,,,1,75101500,200002801,75101502,75101503,75101504,2,4,6,,,partner_avatar_751015,75101501,0,,0,,,,,,,,,7179|7188|7238,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
