id,equip_id,stage_id
276,1052,210
277,1052,211
278,1052,215
279,1052,216
280,1052,220
281,1052,221
282,1052,225
283,1052,226
284,1052,230
285,1052,231
286,1052,235
287,1052,236
288,1052,240
289,1052,241
290,1052,245
291,1052,246
292,1052,250
293,1052,251
294,1052,255
295,1052,256
296,1052,260
297,1052,261
298,1052,265
299,1052,266
300,1052,270
301,1052,271
302,1052,275
303,1052,276
304,1052,280
305,1052,281
306,1052,285
307,1052,286
308,1052,290
309,1052,291
310,1052,295
311,1052,296
312,1052,300
313,1052,301
314,1052,305
315,1052,306
316,1052,310
317,1052,311
318,1052,315
319,1052,316
320,1052,320
321,1052,321
322,1052,325
323,1052,326
324,1052,330
325,1052,331
326,1052,335
327,1052,336
328,1052,340
329,1052,341
330,1052,345
331,1052,346
332,1052,350
333,1052,351
334,1052,355
335,1052,356
336,1052,360
337,1052,361
338,1052,365
339,1052,366
340,1052,370
341,1052,371
342,1052,375
343,1052,376
344,1052,380
345,1052,381
346,1052,385
347,1052,386
348,1052,390
349,1052,391
350,1052,395
351,1052,396
352,1052,400
353,1052,401
354,1052,405
355,1052,406
356,1052,410
357,1053,171
358,1053,175
359,1053,176
360,1053,180
361,1053,181
362,1053,185
363,1053,186
364,1053,190
365,1061,191
366,1061,195
367,1061,196
368,1061,200
369,1061,201
370,1061,205
371,1061,206
372,1061,210
373,1061,211
374,1061,215
375,1061,216
376,1061,220
377,1061,221
378,1061,225
379,1061,226
380,1061,230
381,1061,231
382,1061,235
383,1061,236
384,1061,240
385,1061,241
386,1061,245
387,1061,246
388,1061,250
389,1061,251
390,1061,255
391,1061,256
392,1061,260
393,1061,261
394,1061,265
395,1061,266
396,1061,270
397,1061,271
398,1061,275
399,1061,276
400,1061,280
401,1061,281
402,1061,285
403,1061,286
404,1061,290
405,1061,291
406,1061,295
407,1061,296
408,1061,300
409,1061,301
410,1061,305
411,1061,306
412,1061,310
413,1061,311
414,1061,315
415,1061,316
416,1061,320
417,1061,321
418,1061,325
419,1061,326
420,1061,330
421,1061,331
422,1061,335
423,1061,336
424,1061,340
425,1061,341
426,1061,345
427,1061,346
428,1061,350
429,1061,351
430,1061,355
431,1061,356
432,1061,360
433,1061,361
434,1061,365
435,1061,366
436,1061,370
437,1061,371
438,1061,375
439,1061,376
440,1061,380
441,1061,381
442,1061,385
443,1061,386
444,1061,390
445,1061,391
446,1061,395
447,1061,396
448,1061,400
449,1061,401
450,1061,405
451,1061,406
452,1061,410
453,2011,2
454,2011,5
455,2011,12
456,2011,15
457,2011,17
458,2011,20
459,2012,7
460,2012,10
461,2012,22
462,2012,25
463,2012,27
464,2012,30
465,2012,32
466,2012,35
467,2021,12
468,2021,15
469,2021,17
470,2021,20
471,2021,37
472,2021,40
473,2021,42
474,2021,45
475,2021,47
476,2021,50
477,2022,22
478,2022,25
479,2022,27
480,2022,30
481,2022,32
482,2022,35
483,2022,52
484,2022,55
485,2022,57
486,2022,60
487,2022,62
488,2022,65
489,2022,67
490,2022,70
491,2022,92
492,2022,95
493,2022,97
494,2022,100
495,2022,102
496,2022,105
497,2022,107
498,2022,110
499,2022,112
500,2022,115
501,2022,117
502,2022,120
503,2022,122
504,2022,125
505,2022,127
506,2022,130
507,2031,37
508,2031,40
509,2031,42
510,2031,45
511,2031,47
512,2031,50
513,2031,72
514,2031,75
515,2031,77
516,2031,80
517,2031,82
518,2031,85
519,2031,87
520,2031,90
521,2031,132
522,2031,135
523,2031,137
524,2031,140
525,2031,142
526,2031,145
527,2031,147
528,2031,150
529,2032,52
530,2032,55
531,2032,57
532,2032,60
533,2032,62
534,2032,65
535,2032,67
536,2032,70
537,2032,92
538,2032,95
539,2032,97
540,2032,100
541,2032,102
542,2032,105
543,2032,107
544,2032,110
545,2032,112
546,2032,115
547,2032,117
548,2032,120
549,2032,122
550,2032,125
551,2032,127
552,2032,130
553,2032,152
554,2032,155
555,2032,157
556,2032,160
557,2032,162
558,2032,165
559,2032,167
560,2032,170
561,2032,172
562,2032,175
563,2032,177
564,2032,180
565,2032,182
566,2032,185
567,2032,187
568,2032,190
569,2041,72
570,2041,75
571,2041,77
572,2041,80
573,2041,82
574,2041,85
575,2041,87
576,2041,90
577,2041,192
578,2041,195
579,2041,197
580,2041,200
581,2041,202
582,2041,205
583,2041,207
584,2041,210
585,2041,212
586,2041,215
587,2041,217
588,2041,220
589,2041,222
590,2041,225
591,2041,227
592,2041,230
593,2041,232
594,2041,235
595,2041,237
596,2041,240
597,2041,242
598,2041,245
599,2041,247
600,2041,250
601,2041,252
602,2041,255
603,2041,257
604,2041,260
605,2041,262
606,2041,265
607,2041,267
608,2041,270
609,2041,272
610,2041,275
611,2041,277
612,2041,280
613,2041,282
614,2041,285
615,2041,287
616,2041,290
617,2041,292
618,2041,295
619,2041,297
620,2041,300
621,2041,302
622,2041,305
623,2041,307
624,2041,310
625,2041,312
626,2041,315
627,2041,317
628,2041,320
629,2041,322
630,2041,325
631,2041,327
632,2041,330
633,2041,332
634,2041,335
635,2041,337
636,2041,340
637,2041,342
638,2041,345
639,2041,347
640,2041,350
641,2041,352
642,2041,355
643,2041,357
644,2041,360
645,2041,362
646,2041,365
647,2041,367
648,2041,370
649,2041,372
650,2041,375
651,2041,377
652,2041,380
653,2041,382
654,2041,385
655,2041,387
656,2041,390
657,2041,392
658,2041,395
659,2041,397
660,2041,400
661,2041,402
662,2041,405
663,2041,407
664,2041,410
665,2042,92
666,2042,95
667,2042,97
668,2042,100
669,2042,102
670,2042,105
671,2042,107
672,2042,110
673,2042,132
674,2042,135
675,2042,137
676,2042,140
677,2042,142
678,2042,145
679,2042,147
680,2042,150
681,2043,112
682,2043,115
683,2043,117
684,2043,120
685,2043,122
686,2043,125
687,2043,127
688,2043,130
689,2043,152
690,2043,155
691,2043,157
692,2043,160
693,2043,162
694,2043,165
695,2043,167
696,2043,170
697,2051,132
698,2051,135
699,2051,137
700,2051,140
701,2051,142
702,2051,145
703,2051,147
704,2051,150
705,2051,172
706,2051,175
707,2051,177
708,2051,180
709,2051,182
710,2051,185
711,2051,187
712,2051,190
713,2052,152
714,2052,155
715,2052,157
716,2052,160
717,2052,162
718,2052,165
719,2052,167
720,2052,170
721,2052,192
722,2052,195
723,2052,197
724,2052,200
725,2052,202
726,2052,205
727,2052,207
728,2052,210
729,2052,212
730,2052,215
731,2052,217
732,2052,220
733,2052,222
734,2052,225
735,2052,227
736,2052,230
737,2052,232
738,2052,235
739,2052,237
740,2052,240
741,2052,242
742,2052,245
743,2052,247
744,2052,250
745,2052,252
746,2052,255
747,2052,257
748,2052,260
749,2052,262
750,2052,265
751,2052,267
752,2052,270
753,2052,272
754,2052,275
755,2052,277
756,2052,280
757,2052,282
758,2052,285
759,2052,287
760,2052,290
761,2052,292
762,2052,295
763,2052,297
764,2052,300
765,2052,302
766,2052,305
767,2052,307
768,2052,310
769,2052,312
770,2052,315
771,2052,317
772,2052,320
773,2052,322
774,2052,325
775,2052,327
776,2052,330
777,2052,332
778,2052,335
779,2052,337
780,2052,340
781,2052,342
782,2052,345
783,2052,347
784,2052,350
785,2052,352
786,2052,355
787,2052,357
788,2052,360
789,2052,362
790,2052,365
791,2052,367
792,2052,370
793,2052,372
794,2052,375
795,2052,377
796,2052,380
797,2052,382
798,2052,385
799,2052,387
800,2052,390
801,2052,392
802,2052,395
803,2052,397
804,2052,400
805,2052,402
806,2052,405
807,2052,407
808,2052,410
809,2053,172
810,2053,175
811,2053,177
812,2053,180
813,2053,182
814,2053,185
815,2053,187
816,2053,190
817,2061,192
818,2061,195
819,2061,197
820,2061,200
821,2061,202
822,2061,205
823,2061,207
824,2061,210
825,2061,212
826,2061,215
827,2061,217
828,2061,220
829,2061,222
830,2061,225
831,2061,227
832,2061,230
833,2061,232
834,2061,235
835,2061,237
836,2061,240
837,2061,242
838,2061,245
839,2061,247
840,2061,250
841,2061,252
842,2061,255
843,2061,257
844,2061,260
845,2061,262
846,2061,265
847,2061,267
848,2061,270
849,2061,272
850,2061,275
851,2061,277
852,2061,280
853,2061,282
854,2061,285
855,2061,287
856,2061,290
857,2061,292
858,2061,295
859,2061,297
860,2061,300
861,2061,302
862,2061,305
863,2061,307
864,2061,310
865,2061,312
866,2061,315
867,2061,317
868,2061,320
869,2061,322
870,2061,325
871,2061,327
872,2061,330
873,2061,332
874,2061,335
875,2061,337
876,2061,340
877,2061,342
878,2061,345
879,2061,347
880,2061,350
881,2061,352
882,2061,355
883,2061,357
884,2061,360
885,2061,362
886,2061,365
887,2061,367
888,2061,370
889,2061,372
890,2061,375
891,2061,377
892,2061,380
893,2061,382
894,2061,385
895,2061,387
896,2061,390
897,2061,392
898,2061,395
899,2061,397
900,2061,400
901,2061,402
902,2061,405
903,2061,407
904,2061,410
905,3011,3
906,3011,5
907,3011,13
908,3011,15
909,3011,18
910,3011,20
911,3012,8
912,3012,10
913,3012,23
914,3012,25
915,3012,28
916,3012,30
917,3012,33
918,3012,35
919,3021,13
920,3021,15
921,3021,18
922,3021,20
923,3021,38
924,3021,40
925,3021,43
926,3021,45
927,3021,48
928,3021,50
929,3022,23
930,3022,25
931,3022,28
932,3022,30
933,3022,33
934,3022,35
935,3022,53
936,3022,55
937,3022,58
938,3022,60
939,3022,63
940,3022,65
941,3022,68
942,3022,70
943,3022,93
944,3022,95
945,3022,98
946,3022,100
947,3022,103
948,3022,105
949,3022,108
950,3022,110
951,3022,113
952,3022,115
953,3022,118
954,3022,120
955,3022,123
956,3022,125
957,3022,128
958,3022,130
959,3031,38
960,3031,40
961,3031,43
962,3031,45
963,3031,48
964,3031,50
965,3031,73
966,3031,75
967,3031,78
968,3031,80
969,3031,83
970,3031,85
971,3031,88
972,3031,90
973,3031,133
974,3031,135
975,3031,138
976,3031,140
977,3031,143
978,3031,145
979,3031,148
980,3031,150
981,3032,53
982,3032,55
983,3032,58
984,3032,60
985,3032,63
986,3032,65
987,3032,68
988,3032,70
989,3032,93
990,3032,95
991,3032,98
992,3032,100
993,3032,103
994,3032,105
995,3032,108
996,3032,110
997,3032,113
998,3032,115
999,3032,118
1000,3032,120
1001,3032,123
1002,3032,125
1003,3032,128
1004,3032,130
1005,3032,153
1006,3032,155
1007,3032,158
1008,3032,160
1009,3032,163
1010,3032,165
1011,3032,168
1012,3032,170
1013,3032,173
1014,3032,175
1015,3032,178
1016,3032,180
1017,3032,183
1018,3032,185
1019,3032,188
1020,3032,190
1021,3041,73
1022,3041,75
1023,3041,78
1024,3041,80
1025,3041,83
1026,3041,85
1027,3041,88
1028,3041,90
1029,3041,193
1030,3041,195
1031,3041,198
1032,3041,200
1033,3041,203
1034,3041,205
1035,3041,208
1036,3041,210
1037,3041,213
1038,3041,215
1039,3041,218
1040,3041,220
1041,3041,223
1042,3041,225
1043,3041,228
1044,3041,230
1045,3041,233
1046,3041,235
1047,3041,238
1048,3041,240
1049,3041,243
1050,3041,245
1051,3041,248
1052,3041,250
1053,3041,253
1054,3041,255
1055,3041,258
1056,3041,260
1057,3041,263
1058,3041,265
1059,3041,268
1060,3041,270
1061,3041,273
1062,3041,275
1063,3041,278
1064,3041,280
1065,3041,283
1066,3041,285
1067,3041,288
1068,3041,290
1069,3041,293
1070,3041,295
1071,3041,298
1072,3041,300
1073,3041,303
1074,3041,305
1075,3041,308
1076,3041,310
1077,3041,313
1078,3041,315
1079,3041,318
1080,3041,320
1081,3041,323
1082,3041,325
1083,3041,328
1084,3041,330
1085,3041,333
1086,3041,335
1087,3041,338
1088,3041,340
1089,3041,343
1090,3041,345
1091,3041,348
1092,3041,350
1093,3041,353
1094,3041,355
1095,3041,358
1096,3041,360
1097,3041,363
1098,3041,365
1099,3041,368
1100,3041,370
1101,3041,373
1102,3041,375
1103,3041,378
1104,3041,380
1105,3041,383
1106,3041,385
1107,3041,388
1108,3041,390
1109,3041,393
1110,3041,395
1111,3041,398
1112,3041,400
1113,3041,403
1114,3041,405
1115,3041,408
1116,3041,410
1117,3042,93
1118,3042,95
1119,3042,98
1120,3042,100
1121,3042,103
1122,3042,105
1123,3042,108
1124,3042,110
1125,3042,133
1126,3042,135
1127,3042,138
1128,3042,140
1129,3042,143
1130,3042,145
1131,3042,148
1132,3042,150
1133,3043,113
1134,3043,115
1135,3043,118
1136,3043,120
1137,3043,123
1138,3043,125
1139,3043,128
1140,3043,130
1141,3043,153
1142,3043,155
1143,3043,158
1144,3043,160
1145,3043,163
1146,3043,165
1147,3043,168
1148,3043,170
1149,3051,133
1150,3051,135
1151,3051,138
1152,3051,140
1153,3051,143
1154,3051,145
1155,3051,148
1156,3051,150
1157,3051,173
1158,3051,175
1159,3051,178
1160,3051,180
1161,3051,183
1162,3051,185
1163,3051,188
1164,3051,190
1165,3052,153
1166,3052,155
1167,3052,158
1168,3052,160
1169,3052,163
1170,3052,165
1171,3052,168
1172,3052,170
1173,3052,193
1174,3052,195
1175,3052,198
1176,3052,200
1177,3052,203
1178,3052,205
1179,3052,208
1180,3052,210
1181,3052,213
1182,3052,215
1183,3052,218
1184,3052,220
1185,3052,223
1186,3052,225
1187,3052,228
1188,3052,230
1189,3052,233
1190,3052,235
1191,3052,238
1192,3052,240
1193,3052,243
1194,3052,245
1195,3052,248
1196,3052,250
1197,3052,253
1198,3052,255
1199,3052,258
1200,3052,260
1201,3052,263
1202,3052,265
1203,3052,268
1204,3052,270
1205,3052,273
1206,3052,275
1207,3052,278
1208,3052,280
1209,3052,283
1210,3052,285
1211,3052,288
1212,3052,290
1213,3052,293
1214,3052,295
1215,3052,298
1216,3052,300
1217,3052,303
1218,3052,305
1219,3052,308
1220,3052,310
1221,3052,313
1222,3052,315
1223,3052,318
1224,3052,320
1225,3052,323
1226,3052,325
1227,3052,328
1228,3052,330
1229,3052,333
1230,3052,335
1231,3052,338
1232,3052,340
1233,3052,343
1234,3052,345
1235,3052,348
1236,3052,350
1237,3052,353
1238,3052,355
1239,3052,358
1240,3052,360
1241,3052,363
1242,3052,365
1243,3052,368
1244,3052,370
1245,3052,373
1246,3052,375
1247,3052,378
1248,3052,380
1249,3052,383
1250,3052,385
1251,3052,388
1252,3052,390
1253,3052,393
1254,3052,395
1255,3052,398
1256,3052,400
1257,3052,403
1258,3052,405
1259,3052,408
1260,3052,410
1261,3053,173
1262,3053,175
1263,3053,178
1264,3053,180
1265,3053,183
1266,3053,185
1267,3053,188
1268,3053,190
1269,3061,193
1270,3061,195
1271,3061,198
1272,3061,200
1273,3061,203
1274,3061,205
1275,3061,208
1276,3061,210
1277,3061,213
1278,3061,215
1279,3061,218
1280,3061,220
1281,3061,223
1282,3061,225
1283,3061,228
1284,3061,230
1285,3061,233
1286,3061,235
1287,3061,238
1288,3061,240
1289,3061,243
1290,3061,245
1291,3061,248
1292,3061,250
1293,3061,253
1294,3061,255
1295,3061,258
1296,3061,260
1297,3061,263
1298,3061,265
1299,3061,268
1300,3061,270
1301,3061,273
1302,3061,275
1303,3061,278
1304,3061,280
1305,3061,283
1306,3061,285
1307,3061,288
1308,3061,290
1309,3061,293
1310,3061,295
1311,3061,298
1312,3061,300
1313,3061,303
1314,3061,305
1315,3061,308
1316,3061,310
1317,3061,313
1318,3061,315
1319,3061,318
1320,3061,320
1321,3061,323
1322,3061,325
1323,3061,328
1324,3061,330
1325,3061,333
1326,3061,335
1327,3061,338
1328,3061,340
1329,3061,343
1330,3061,345
1331,3061,348
1332,3061,350
1333,3061,353
1334,3061,355
1335,3061,358
1336,3061,360
1337,3061,363
1338,3061,365
1339,3061,368
1340,3061,370
1341,3061,373
1342,3061,375
1343,3061,378
1344,3061,380
1345,3061,383
1346,3061,385
1347,3061,388
1348,3061,390
1349,3061,393
1350,3061,395
1351,3061,398
1352,3061,400
1353,3061,403
1354,3061,405
1355,3061,408
1356,3061,410
1357,4011,4
1358,4011,5
1359,4011,14
1360,4011,15
1361,4011,19
1362,4011,20
1363,4012,9
1364,4012,10
1365,4012,24
1366,4012,25
1367,4012,29
1368,4012,30
1369,4012,34
1370,4012,35
1371,4021,14
1372,4021,15
1373,4021,19
1374,4021,20
1375,4021,39
1376,4021,40
1377,4021,44
1378,4021,45
1379,4021,49
1380,4021,50
1381,4022,24
1382,4022,25
1383,4022,29
1384,4022,30
1385,4022,34
1386,4022,35
1387,4022,54
1388,4022,55
1389,4022,59
1390,4022,60
1391,4022,64
1392,4022,65
1393,4022,69
1394,4022,70
1395,4022,94
1396,4022,95
1397,4022,99
1398,4022,100
1399,4022,104
1400,4022,105
1401,4022,109
1402,4022,110
1403,4022,114
1404,4022,115
1405,4022,119
1406,4022,120
1407,4022,124
1408,4022,125
1409,4022,129
1410,4022,130
1411,4031,39
1412,4031,40
1413,4031,44
1414,4031,45
1415,4031,49
1416,4031,50
1417,4031,74
1418,4031,75
1419,4031,79
1420,4031,80
1421,4031,84
1422,4031,85
1423,4031,89
1424,4031,90
1425,4031,134
1426,4031,135
1427,4031,139
1428,4031,140
1429,4031,144
1430,4031,145
1431,4031,149
1432,4031,150
1433,4032,54
1434,4032,55
1435,4032,59
1436,4032,60
1437,4032,64
1438,4032,65
1439,4032,69
1440,4032,70
1441,4032,94
1442,4032,95
1443,4032,99
1444,4032,100
1445,4032,104
1446,4032,105
1447,4032,109
1448,4032,110
1449,4032,114
1450,4032,115
1451,4032,119
1452,4032,120
1453,4032,124
1454,4032,125
1455,4032,129
1456,4032,130
1457,4032,154
1458,4032,155
1459,4032,159
1460,4032,160
1461,4032,164
1462,4032,165
1463,4032,169
1464,4032,170
1465,4032,174
1466,4032,175
1467,4032,179
1468,4032,180
1469,4032,184
1470,4032,185
1471,4032,189
1472,4032,190
1473,4041,74
1474,4041,75
1475,4041,79
1476,4041,80
1477,4041,84
1478,4041,85
1479,4041,89
1480,4041,90
1481,4041,194
1482,4041,195
1483,4041,199
1484,4041,200
1485,4041,204
1486,4041,205
1487,4041,209
1488,4041,210
1489,4041,214
1490,4041,215
1491,4041,219
1492,4041,220
1493,4041,224
1494,4041,225
1495,4041,229
1496,4041,230
1497,4041,234
1498,4041,235
1499,4041,239
1500,4041,240
1501,4041,244
1502,4041,245
1503,4041,249
1504,4041,250
1505,4041,254
1506,4041,255
1507,4041,259
1508,4041,260
1509,4041,264
1510,4041,265
1511,4041,269
1512,4041,270
1513,4041,274
1514,4041,275
1515,4041,279
1516,4041,280
1517,4041,284
1518,4041,285
1519,4041,289
1520,4041,290
1521,4041,294
1522,4041,295
1523,4041,299
1524,4041,300
1525,4041,304
1526,4041,305
1527,4041,309
1528,4041,310
1529,4041,314
1530,4041,315
1531,4041,319
1532,4041,320
1533,4041,324
1534,4041,325
1535,4041,329
1536,4041,330
1537,4041,334
1538,4041,335
1539,4041,339
1540,4041,340
1541,4041,344
1542,4041,345
1543,4041,349
1544,4041,350
1545,4041,354
1546,4041,355
1547,4041,359
1548,4041,360
1549,4041,364
1550,4041,365
1551,4041,369
1552,4041,370
1553,4041,374
1554,4041,375
1555,4041,379
1556,4041,380
1557,4041,384
1558,4041,385
1559,4041,389
1560,4041,390
1561,4041,394
1562,4041,395
1563,4041,399
1564,4041,400
1565,4041,404
1566,4041,405
1567,4041,409
1568,4041,410
1569,4042,94
1570,4042,95
1571,4042,99
1572,4042,100
1573,4042,104
1574,4042,105
1575,4042,109
1576,4042,110
1577,4042,134
1578,4042,135
1579,4042,139
1580,4042,140
1581,4042,144
1582,4042,145
1583,4042,149
1584,4042,150
1585,4043,114
1586,4043,115
1587,4043,119
1588,4043,120
1589,4043,124
1590,4043,125
1591,4043,129
1592,4043,130
1593,4043,154
1594,4043,155
1595,4043,159
1596,4043,160
1597,4043,164
1598,4043,165
1599,4043,169
1600,4043,170
1601,4051,134
1602,4051,135
1603,4051,139
1604,4051,140
1605,4051,144
1606,4051,145
1607,4051,149
1608,4051,150
1609,4051,174
1610,4051,175
1611,4051,179
1612,4051,180
1613,4051,184
1614,4051,185
1615,4051,189
1616,4051,190
1617,4052,154
1618,4052,155
1619,4052,159
1620,4052,160
1621,4052,164
1622,4052,165
1623,4052,169
1624,4052,170
1625,4052,194
1626,4052,195
1627,4052,199
1628,4052,200
1629,4052,204
1630,4052,205
1631,4052,209
1632,4052,210
1633,4052,214
1634,4052,215
1635,4052,219
1636,4052,220
1637,4052,224
1638,4052,225
1639,4052,229
1640,4052,230
1641,4052,234
1642,4052,235
1643,4052,239
1644,4052,240
1645,4052,244
1646,4052,245
1647,4052,249
1648,4052,250
1649,4052,254
1650,4052,255
1651,4052,259
1652,4052,260
1653,4052,264
1654,4052,265
1655,4052,269
1656,4052,270
1657,4052,274
1658,4052,275
1659,4052,279
1660,4052,280
1661,4052,284
1662,4052,285
1663,4052,289
1664,4052,290
1665,4052,294
1666,4052,295
1667,4052,299
1668,4052,300
1669,4052,304
1670,4052,305
1671,4052,309
1672,4052,310
1673,4052,314
1674,4052,315
1675,4052,319
1676,4052,320
1677,4052,324
1678,4052,325
1679,4052,329
1680,4052,330
1681,4052,334
1682,4052,335
1683,4052,339
1684,4052,340
1685,4052,344
1686,4052,345
1687,4052,349
1688,4052,350
1689,4052,354
1690,4052,355
1691,4052,359
1692,4052,360
1693,4052,364
1694,4052,365
1695,4052,369
1696,4052,370
1697,4052,374
1698,4052,375
1699,4052,379
1700,4052,380
1701,4052,384
1702,4052,385
1703,4052,389
1704,4052,390
1705,4052,394
1706,4052,395
1707,4052,399
1708,4052,400
1709,4052,404
1710,4052,405
1711,4052,409
1712,4052,410
1713,4053,174
1714,4053,175
1715,4053,179
1716,4053,180
1717,4053,184
1718,4053,185
1719,4053,189
1720,4053,190
1721,4061,194
1722,4061,195
1723,4061,199
1724,4061,200
1725,4061,204
1726,4061,205
1727,4061,209
1728,4061,210
1729,4061,214
1730,4061,215
1731,4061,219
1732,4061,220
1733,4061,224
1734,4061,225
1735,4061,229
1736,4061,230
1737,4061,234
1738,4061,235
1739,4061,239
1740,4061,240
1741,4061,244
1742,4061,245
1743,4061,249
1744,4061,250
1745,4061,254
1746,4061,255
1747,4061,259
1748,4061,260
1749,4061,264
1750,4061,265
1751,4061,269
1752,4061,270
1753,4061,274
1754,4061,275
1755,4061,279
1756,4061,280
1757,4061,284
1758,4061,285
1759,4061,289
1760,4061,290
1761,4061,294
1762,4061,295
1763,4061,299
1764,4061,300
1765,4061,304
1766,4061,305
1767,4061,309
1768,4061,310
1769,4061,314
1770,4061,315
1771,4061,319
1772,4061,320
1773,4061,324
1774,4061,325
1775,4061,329
1776,4061,330
1777,4061,334
1778,4061,335
1779,4061,339
1780,4061,340
1781,4061,344
1782,4061,345
1783,4061,349
1784,4061,350
1785,4061,354
1786,4061,355
1787,4061,359
1788,4061,360
1789,4061,364
1790,4061,365
1791,4061,369
1792,4061,370
1793,4061,374
1794,4061,375
1795,4061,379
1796,4061,380
1797,4061,384
1798,4061,385
1799,4061,389
1800,4061,390
1801,4061,394
1802,4061,395
1803,4061,399
1804,4061,400
1805,4061,404
1806,4061,405
1807,4061,409
1808,4061,410
1809,6001,91
1810,6001,92
1811,6001,93
1812,6001,94
1813,6001,95
1814,6001,96
1815,6001,97
1816,6001,98
1817,6001,99
1818,6001,100
1819,6001,101
1820,6001,102
1821,6001,103
1822,6001,104
1823,6001,105
1824,6001,106
1825,6001,107
1826,6001,108
1827,6001,109
1828,6001,110
1829,6001,111
1830,6001,112
1831,6001,113
1832,6001,114
1833,6001,115
1834,6001,116
1835,6001,117
1836,6001,118
1837,6001,119
1838,6001,120
1839,6001,121
1840,6001,122
1841,6001,123
1842,6001,124
1843,6001,125
1844,6001,126
1845,6001,127
1846,6001,128
1847,6001,129
1848,6001,130
1849,6001,131
1850,6001,132
1851,6001,133
1852,6001,134
1853,6001,135
1854,6001,136
1855,6001,137
1856,6001,138
1857,6001,139
1858,6001,140
1859,6002,91
1860,6002,92
1861,6002,93
1862,6002,94
1863,6002,95
1864,6002,96
1865,6002,97
1866,6002,98
1867,6002,99
1868,6002,100
1869,6002,101
1870,6002,102
1871,6002,103
